departement,categorie,indicateur,date,annee,nombre,taux,population,unite,rate_unit
59,Vol sur un tiers,,2021-08-20,2021,,,,,
93,Vol sur un tiers,,2021-08-20,2021,,,,,
38,Réquisition FO,,2021-08-19,2021,,,,,
14,Divers,,2021-08-19,2021,,,,,
91,Tentative de vol,,2021-08-19,2021,,,,,
69,Tentative de vol,,2021-08-18,2021,,,,,
6,Agression Physique,,2021-08-18,2021,,,,,
60,Agression Physique,,2021-08-18,2021,,,,,
59,Agression Verbale,,2021-08-18,2021,,,,,
60,Vol,,2021-08-18,2021,,,,,
59,Agression Verbale,,2021-08-17,2021,,,,,
75,SDF,,2021-08-17,2021,,,,,
67,Vandalisme,,2021-08-17,2021,,,,,
59,Rassemblements individus,,2021-08-16,2021,,,,,
53,Agression Verbale,,2021-08-14,2021,,,,,
93,Vol sur un tiers,,2021-08-13,2021,,,,,
13,Manifestation,,2021-08-13,2021,,,,,
76,Agression Physique,,2021-08-12,2021,,,,,
31,Agression Verbale,,2021-08-11,2021,,,,,
75,Rixe entre bandes,,2021-08-11,2021,,,,,
59,Agression Physique,,2021-08-11,2021,,,,,
40,Bagarre,,2021-08-11,2021,,,,,
59,Vol,,2021-08-10,2021,,,,,
59,Divers,,2021-08-10,2021,,,,,
69,Cambriolage,,2021-08-10,2021,,,,,
78,Agression Verbale,,2021-08-10,2021,,,,,
30,Vol,,2021-08-10,2021,,,,,
13,Vol,,2021-08-10,2021,,,,,
45,Agression Physique,,2021-08-09,2021,,,,,
87,Divers,,2021-08-09,2021,,,,,
59,Agression Verbale,,2021-08-09,2021,,,,,
75,SDF,,2021-08-09,2021,,,,,
94,Agression sur un tiers,,2021-08-07,2021,,,,,
91,Agression Verbale,,2021-08-06,2021,,,,,
93,Vandalisme,,2021-08-06,2021,,,,,
75,SDF,,2021-08-06,2021,,,,,
62,Réquisition FO,,2021-08-06,2021,,,,,
57,Réquisition FO,,2021-08-06,2021,,,,,
57,Agression Physique,,2021-08-06,2021,,,,,
93,Agression Verbale,,2021-08-05,2021,,,,,
59,Tentative agression physique,,2021-08-05,2021,,,,,
52,Vol sur un tiers,,2021-08-05,2021,,,,,
78,Tentative agression physique,,2021-08-04,2021,,,,,
75,Agression sur un tiers,,2021-08-04,2021,,,,,
52,Vol sur un tiers,,2021-08-04,2021,,,,,
52,Tentative vol sur un tiers,,2021-08-04,2021,,,,,
35,Vandalisme,,2021-08-04,2021,,,,,
75,Agression sur un tiers,,2021-08-04,2021,,,,,
75,Agression Verbale,,2021-08-04,2021,,,,,
92,Agression Verbale,,2021-08-03,2021,,,,,
75,Vol,,2021-08-03,2021,,,,,
92,Agression Verbale,,2021-08-02,2021,,,,,
49,Agression Verbale,,2021-08-01,2021,,,,,
59,Vol,,2021-08-01,2021,,,,,
29,Braquage,,2021-07-31,2021,,,,,
60,Agression Verbale,,2021-07-31,2021,,,,,
13,Agression Verbale,,2021-07-31,2021,,,,,
75,Vol sur un tiers,,2021-07-31,2021,,,,,
21,Vol,,2021-07-31,2021,,,,,
58,Divers,,2021-07-31,2021,,,,,
30,Agression Verbale,,2021-07-30,2021,,,,,
45,Bagarre,,2021-07-30,2021,,,,,
72,Vandalisme,,2021-07-30,2021,,,,,
33,Agression Verbale,,2021-07-29,2021,,,,,
93,Vol,,2021-07-29,2021,,,,,
59,Vandalisme,,2021-07-29,2021,,,,,
45,Réquisition FO,,2021-07-29,2021,,,,,
69,Agression Verbale,,2021-07-27,2021,,,,,
44,Bagarre,,2021-07-27,2021,,,,,
13,Vol,,2021-07-26,2021,,,,,
69,Vol,,2021-07-26,2021,,,,,
75,Agression sur un tiers,,2021-07-26,2021,,,,,
93,Vol sur un tiers,,2021-07-25,2021,,,,,
95,Agression Verbale,,2021-07-25,2021,,,,,
69,Agression Verbale,,2021-07-25,2021,,,,,
33,Bagarre,,2021-07-24,2021,,,,,
76,Agression Verbale,,2021-07-24,2021,,,,,
27,Tentative de vol,,2021-07-24,2021,,,,,
77,Agression Physique,,2021-07-24,2021,,,,,
65,Agression Verbale,,2021-07-23,2021,,,,,
79,Vandalisme,,2021-07-23,2021,,,,,
13,Agression Verbale,,2021-07-23,2021,,,,,
89,Réquisition FO,,2021-07-22,2021,,,,,
68,Agression Physique,,2021-07-22,2021,,,,,
54,Intrusion,,2021-07-21,2021,,,,,
26,Vol,,2021-07-21,2021,,,,,
13,Agression Verbale,,2021-07-21,2021,,,,,
13,Vol,,2021-07-20,2021,,,,,
67,Agression Verbale,,2021-07-20,2021,,,,,
95,Réquisition FO,,2021-07-20,2021,,,,,
44,Vol,,2021-07-20,2021,,,,,
14,Braquage,,2021-07-19,2021,,,,,
64,Agression sur un tiers,,2021-07-19,2021,,,,,
94,Vol,,2021-07-19,2021,,,,,
93,Vol sur un tiers,,2021-07-18,2021,,,,,
44,Vandalisme,,2021-07-18,2021,,,,,
92,Vandalisme,,2021-07-18,2021,,,,,
45,Tentative agression physique,,2021-07-18,2021,,,,,
26,Agression Physique,,2021-07-18,2021,,,,,
92,Agression Verbale,,2021-07-17,2021,,,,,
51,Agression Verbale,,2021-07-17,2021,,,,,
59,Vandalisme,,2021-07-16,2021,,,,,
69,Agression Verbale,,2021-07-16,2021,,,,,
75,Fraude GR,,2021-07-15,2021,,,,,
53,Agression Verbale,,2021-07-15,2021,,,,,
1,Fraude Autres,,2021-07-15,2021,,,,,
92,Braquage,,2021-07-14,2021,,,,,
69,Agression Verbale,,2021-07-14,2021,,,,,
69,Braquage,,2021-07-14,2021,,,,,
93,Vol sur un tiers,,2021-07-14,2021,,,,,
58,Agression Verbale,,2021-07-14,2021,,,,,
13,Agression Verbale,,2021-07-14,2021,,,,,
58,Vandalisme,,2021-07-14,2021,,,,,
44,Divers,,2021-07-14,2021,,,,,
59,Agression Verbale,,2021-07-13,2021,,,,,
95,Agression Verbale,,2021-07-13,2021,,,,,
75,Agression sur un tiers,,2021-07-13,2021,,,,,
39,Vandalisme,,2021-07-12,2021,,,,,
13,Vandalisme,,2021-07-12,2021,,,,,
54,Vol,,2021-07-11,2021,,,,,
93,Vol,,2021-07-11,2021,,,,,
93,Vol,,2021-07-11,2021,,,,,
59,Rassemblements individus,,2021-07-11,2021,,,,,
44,Rassemblements individus,,2021-07-10,2021,,,,,
2,Agression sur un tiers,,2021-07-10,2021,,,,,
95,Agression Verbale,,2021-07-10,2021,,,,,
13,Réquisition FO,,2021-07-10,2021,,,,,
93,Agression Verbale,,2021-07-09,2021,,,,,
59,Agression Verbale,,2021-07-09,2021,,,,,
68,Agression Verbale,,2021-07-09,2021,,,,,
92,Réquisition FO,,2021-07-09,2021,,,,,
73,Divers,,2021-07-08,2021,,,,,
69,Vol sur un tiers,,2021-07-08,2021,,,,,
76,Agression Verbale,,2021-07-08,2021,,,,,
4,Tentative de vol,,2021-07-08,2021,,,,,
75,Clandestin,,2021-07-07,2021,,,,,
69,Réquisition FO,,2021-07-07,2021,,,,,
1,Vandalisme,,2021-07-07,2021,,,,,
4,Vandalisme,,2021-07-07,2021,,,,,
89,Vandalisme,,2021-07-07,2021,,,,,
75,Agression sur un tiers,,2021-07-06,2021,,,,,
75,Réquisition FO,,2021-07-06,2021,,,,,
33,Agression sur un tiers,,2021-07-06,2021,,,,,
69,Agression Verbale,,2021-07-06,2021,,,,,
51,Agression Verbale,,2021-07-05,2021,,,,,
94,Agression sur un tiers,,2021-07-05,2021,,,,,
34,Réquisition FO,,2021-07-05,2021,,,,,
93,Bagarre,,2021-07-05,2021,,,,,
34,Rixe entre bandes,,2021-07-04,2021,,,,,
69,Tentative de cambriolage,,2021-07-04,2021,,,,,
13,Cambriolage,,2021-07-04,2021,,,,,
75,Clandestin,,2021-07-04,2021,,,,,
45,Vol,,2021-07-04,2021,,,,,
27,Agression Verbale,,2021-07-03,2021,,,,,
28,Cambriolage,,2021-07-02,2021,,,,,
93,Vol sur un tiers,,2021-07-02,2021,,,,,
59,Agression Verbale,,2021-07-02,2021,,,,,
14,Agression Verbale,,2021-07-02,2021,,,,,
60,Réquisition FO,,2021-07-02,2021,,,,,
93,Divers,,2021-07-02,2021,,,,,
72,Vol,,2021-07-02,2021,,,,,
72,Vandalisme,,2021-07-01,2021,,,,,
60,Tentative agression physique,,2021-07-01,2021,,,,,
31,Bagarre,,2021-07-01,2021,,,,,
59,Divers,,2021-07-01,2021,,,,,
93,Vol sur un tiers,,2021-06-30,2021,,,,,
33,Réquisition FO,,2021-06-30,2021,,,,,
92,Réquisition FO,,2021-06-30,2021,,,,,
1,Agression Verbale,,2021-06-30,2021,,,,,
93,Vandalisme,,2021-06-30,2021,,,,,
94,Agression sur un tiers,,2021-06-29,2021,,,,,
78,Rassemblements individus,,2021-06-29,2021,,,,,
51,Bagarre,,2021-06-29,2021,,,,,
75,Cambriolage,,2021-06-29,2021,,,,,
78,Agression Verbale,,2021-06-29,2021,,,,,
76,Agression sur un tiers,,2021-06-29,2021,,,,,
91,Réquisition FO,,2021-06-29,2021,,,,,
51,Vandalisme,,2021-06-29,2021,,,,,
51,Vol sur un tiers,,2021-06-29,2021,,,,,
1,Agression Verbale,,2021-06-29,2021,,,,,
10,Agression Verbale,,2021-06-28,2021,,,,,
69,Cambriolage,,2021-06-28,2021,,,,,
93,Vol sur un tiers,,2021-06-28,2021,,,,,
95,Agression Verbale,,2021-06-28,2021,,,,,
77,Vandalisme,,2021-06-28,2021,,,,,
95,Agression Physique,,2021-06-28,2021,,,,,
91,SDF,,2021-06-28,2021,,,,,
44,Agression Verbale,,2021-06-27,2021,,,,,
92,Agression Physique,,2021-06-27,2021,,,,,
45,Vol,,2021-06-27,2021,,,,,
44,Agression Verbale,,2021-06-26,2021,,,,,
1,Agression sur un tiers,,2021-06-26,2021,,,,,
44,Tentative de vol,,2021-06-26,2021,,,,,
62,Agression Verbale,,2021-06-25,2021,,,,,
37,Agression Verbale,,2021-06-25,2021,,,,,
37,Agression sur un tiers,,2021-06-25,2021,,,,,
91,Réquisition FO,,2021-06-25,2021,,,,,
78,Agression Verbale,,2021-06-25,2021,,,,,
95,Bagarre,,2021-06-25,2021,,,,,
31,Tentative de fraude autres,,2021-06-25,2021,,,,,
59,Divers,,2021-06-25,2021,,,,,
13,Vol,,2021-06-24,2021,,,,,
95,Divers,,2021-06-24,2021,,,,,
75,Vol sur un tiers,,2021-06-24,2021,,,,,
95,Vol,,2021-06-24,2021,,,,,
95,Bagarre,,2021-06-24,2021,,,,,
13,Bagarre,,2021-06-24,2021,,,,,
14,Agression Verbale,,2021-06-23,2021,,,,,
95,Vol,,2021-06-23,2021,,,,,
69,Agression sur un tiers,,2021-06-23,2021,,,,,
50,Agression Verbale,,2021-06-23,2021,,,,,
54,Intrusion,,2021-06-22,2021,,,,,
59,Vol,,2021-06-22,2021,,,,,
54,Agression Verbale,,2021-06-22,2021,,,,,
5,Réquisition FO,,2021-06-22,2021,,,,,
10,Agression Verbale,,2021-06-22,2021,,,,,
5,Réquisition FO,,2021-06-22,2021,,,,,
60,Vol,,2021-06-21,2021,,,,,
49,Agression Verbale,,2021-06-21,2021,,,,,
72,Divers,,2021-06-21,2021,,,,,
33,Divers,,2021-06-20,2021,,,,,
69,Vol Carburant,,2021-06-19,2021,,,,,
73,Grivelerie tentative ag physique,,2021-06-19,2021,,,,,
77,Agression Verbale,,2021-06-19,2021,,,,,
57,Agression Physique,,2021-06-18,2021,,,,,
69,Agression Verbale,,2021-06-18,2021,,,,,
69,Réquisition FO,,2021-06-17,2021,,,,,
95,Vandalisme,,2021-06-17,2021,,,,,
69,Vol Carburant,,2021-06-16,2021,,,,,
25,Agression Verbale,,2021-06-16,2021,,,,,
52,Agression Physique,,2021-06-16,2021,,,,,
91,Vandalisme,,2021-06-16,2021,,,,,
33,Agression sur un tiers,,2021-06-16,2021,,,,,
31,Bagarre,,2021-06-16,2021,,,,,
31,Tentative de fraude autres,,2021-06-16,2021,,,,,
64,Agression Verbale,,2021-06-15,2021,,,,,
13,Vandalisme,,2021-06-15,2021,,,,,
69,Braquage,,2021-06-14,2021,,,,,
94,Vol,,2021-06-14,2021,,,,,
77,Agression Verbale,,2021-06-14,2021,,,,,
92,Vandalisme,,2021-06-14,2021,,,,,
33,Divers,,2021-06-14,2021,,,,,
45,Vandalisme,,2021-06-14,2021,,,,,
89,Vol sur un tiers,,2021-06-13,2021,,,,,
37,Agression Physique,,2021-06-12,2021,,,,,
67,Agression Physique,,2021-06-11,2021,,,,,
77,Agression Verbale,,2021-06-11,2021,,,,,
91,Réquisition FO,,2021-06-11,2021,,,,,
69,Réquisition FO,,2021-06-11,2021,,,,,
51,Vol sur un tiers,,2021-06-11,2021,,,,,
71,Agression Physique,,2021-06-10,2021,,,,,
69,Agression Verbale,,2021-06-10,2021,,,,,
13,Agression Verbale,,2021-06-10,2021,,,,,
23,Divers,,2021-06-10,2021,,,,,
42,Divers,,2021-06-10,2021,,,,,
27,Vol,,2021-06-10,2021,,,,,
57,Agression Verbale,,2021-06-10,2021,,,,,
45,Agression Verbale,,2021-06-09,2021,,,,,
92,Agression Verbale,,2021-06-09,2021,,,,,
13,Vandalisme,,2021-06-09,2021,,,,,
37,Agression Verbale,,2021-06-08,2021,,,,,
72,Menace braquage,,2021-06-08,2021,,,,,
88,Réquisition FO,,2021-06-08,2021,,,,,
31,Tentative agression physique,,2021-06-07,2021,,,,,
51,Agression Verbale,,2021-06-07,2021,,,,,
91,Vandalisme,,2021-06-07,2021,,,,,
13,Agression Verbale,,2021-06-06,2021,,,,,
58,Agression Verbale,,2021-06-06,2021,,,,,
83,Tentative de vol,,2021-06-06,2021,,,,,
38,Vandalisme,,2021-06-05,2021,,,,,
78,Agression Verbale,,2021-06-05,2021,,,,,
51,Tentative de cambriolage,,2021-06-05,2021,,,,,
50,Agression Verbale,,2021-06-05,2021,,,,,
67,Agression Verbale,,2021-06-04,2021,,,,,
77,Agression Verbale,,2021-06-04,2021,,,,,
75,Vol sur un tiers,,2021-06-04,2021,,,,,
75,Vol sur un tiers,,2021-06-04,2021,,,,,
58,Agression Verbale,,2021-06-04,2021,,,,,
77,Agression Verbale,,2021-06-04,2021,,,,,
72,Agression Verbale,,2021-06-04,2021,,,,,
78,Agression Verbale,,2021-06-03,2021,,,,,
38,Agression Verbale,,2021-06-03,2021,,,,,
77,Agression Verbale,,2021-06-03,2021,,,,,
77,Tentative de vol,,2021-06-03,2021,,,,,
2,Agression Verbale,,2021-06-03,2021,,,,,
54,Intrusion,,2021-06-02,2021,,,,,
92,Tentative de vol,,2021-06-01,2021,,,,,
31,Réquisition FO,,2021-06-01,2021,,,,,
83,Agression Verbale,,2021-06-01,2021,,,,,
91,Vol,,2021-05-31,2021,,,,,
26,Réquisition FO,,2021-05-31,2021,,,,,
93,Agression Verbale,,2021-05-31,2021,,,,,
92,Tentative de fraude autres,,2021-05-31,2021,,,,,
51,Agression Verbale,,2021-05-30,2021,,,,,
75,SDF,,2021-05-29,2021,,,,,
59,Agression Verbale,,2021-05-29,2021,,,,,
71,Tentative de vol,,2021-05-29,2021,,,,,
62,Bagarre,,2021-05-29,2021,,,,,
75,Vol sur un tiers,,2021-05-28,2021,,,,,
60,Agression Verbale,,2021-05-28,2021,,,,,
76,Réquisition FO,,2021-05-28,2021,,,,,
66,Agression Physique,,2021-05-27,2021,,,,,
92,Agression Verbale,,2021-05-27,2021,,,,,
76,Agression Verbale,,2021-05-27,2021,,,,,
94,Vol sur un tiers,,2021-05-27,2021,,,,,
75,Vol sur un tiers,,2021-05-27,2021,,,,,
40,Agression Verbale,,2021-05-27,2021,,,,,
77,Agression Verbale,,2021-05-27,2021,,,,,
34,Agression Verbale,,2021-05-27,2021,,,,,
59,Agression Verbale,,2021-05-26,2021,,,,,
92,Tentative de fraude autres,,2021-05-26,2021,,,,,
91,Agression Verbale,,2021-05-26,2021,,,,,
13,Tentative agression physique,,2021-05-26,2021,,,,,
91,Vandalisme,,2021-05-26,2021,,,,,
33,Vandalisme,,2021-05-26,2021,,,,,
75,Agression Verbale,,2021-05-25,2021,,,,,
92,Agression Verbale,,2021-05-25,2021,,,,,
33,SDF,,2021-05-25,2021,,,,,
95,Divers,,2021-05-25,2021,,,,,
69,Divers,,2021-05-25,2021,,,,,
95,Agression sur un tiers,,2021-05-24,2021,,,,,
33,Vandalisme,,2021-05-24,2021,,,,,
72,Agression Verbale,,2021-05-24,2021,,,,,
34,Vandalisme,,2021-05-24,2021,,,,,
38,Vandalisme,,2021-05-24,2021,,,,,
1,Vol,,2021-05-23,2021,,,,,
34,Tentative agression physique,,2021-05-23,2021,,,,,
37,Vandalisme,,2021-05-23,2021,,,,,
95,Tentative agression physique,,2021-05-22,2021,,,,,
64,Agression Verbale,,2021-05-22,2021,,,,,
19,Agression Verbale,,2021-05-22,2021,,,,,
76,Agression Verbale,,2021-05-22,2021,,,,,
62,Vol Carburant,,2021-05-21,2021,,,,,
72,Divers,,2021-05-21,2021,,,,,
92,Agression Verbale,,2021-05-20,2021,,,,,
42,Agression Verbale,,2021-05-19,2021,,,,,
42,Agression Verbale,,2021-05-19,2021,,,,,
13,Vol,,2021-05-19,2021,,,,,
94,Vol,,2021-05-19,2021,,,,,
95,Tentative de vol,,2021-05-19,2021,,,,,
38,Fraude GR,,2021-05-18,2021,,,,,
76,Agression Verbale,,2021-05-18,2021,,,,,
75,Vol sur un tiers,,2021-05-18,2021,,,,,
69,Réquisition FO,,2021-05-18,2021,,,,,
77,Vol,,2021-05-18,2021,,,,,
31,Réquisition FO,,2021-05-17,2021,,,,,
57,Rassemblements individus,,2021-05-16,2021,,,,,
62,Agression Verbale,,2021-05-16,2021,,,,,
76,Réquisition FO,,2021-05-16,2021,,,,,
72,Agression Verbale,,2021-05-16,2021,,,,,
93,Vandalisme,,2021-05-15,2021,,,,,
69,Divers,,2021-05-15,2021,,,,,
59,Agression Verbale,,2021-05-14,2021,,,,,
59,Bagarre,,2021-05-14,2021,,,,,
49,Agression Verbale,,2021-05-14,2021,,,,,
68,Agression Verbale,,2021-05-14,2021,,,,,
62,Divers,,2021-05-14,2021,,,,,
34,Bagarre,,2021-05-13,2021,,,,,
35,Agression Verbale,,2021-05-13,2021,,,,,
10,Agression Physique,,2021-05-12,2021,,,,,
78,Agression Verbale,,2021-05-12,2021,,,,,
71,Agression Verbale,,2021-05-12,2021,,,,,
76,Vol,,2021-05-11,2021,,,,,
57,Cambriolage,,2021-05-10,2021,,,,,
59,Agression Verbale,,2021-05-10,2021,,,,,
78,Réquisition FO,,2021-05-10,2021,,,,,
58,Agression Verbale,,2021-05-10,2021,,,,,
69,Vandalisme,,2021-05-10,2021,,,,,
33,Tentative de cambriolage,,2021-05-09,2021,,,,,
92,Agression Verbale,,2021-05-09,2021,,,,,
77,Tentative de vol,,2021-05-09,2021,,,,,
36,Vol,,2021-05-09,2021,,,,,
76,Agression sur un tiers,,2021-05-08,2021,,,,,
21,Agression sur un tiers,,2021-05-08,2021,,,,,
78,Agression Verbale,,2021-05-08,2021,,,,,
11,Braquage,,2021-05-07,2021,,,,,
13,Vol,,2021-05-07,2021,,,,,
95,Vol,,2021-05-07,2021,,,,,
77,Agression Verbale,,2021-05-06,2021,,,,,
91,Agression Verbale,,2021-05-06,2021,,,,,
77,Divers,,2021-05-06,2021,,,,,
78,Agression Verbale,,2021-05-05,2021,,,,,
14,Agression Verbale,,2021-05-05,2021,,,,,
75,Agression Verbale,,2021-05-05,2021,,,,,
72,Vol,,2021-05-05,2021,,,,,
94,Agression Verbale,,2021-05-03,2021,,,,,
86,Tentative agression physique,,2021-05-03,2021,,,,,
60,Agression Verbale,,2021-05-01,2021,,,,,
92,Vol sur un tiers,,2021-05-01,2021,,,,,
91,Vol sur un tiers,,2021-05-01,2021,,,,,
78,Agression Verbale,,2021-05-01,2021,,,,,
13,Divers,,2021-05-01,2021,,,,,
95,Agression Verbale,,2021-04-30,2021,,,,,
76,Tentative agression physique,,2021-04-30,2021,,,,,
33,Réquisition FO,,2021-04-30,2021,,,,,
75,Vol,,2021-04-29,2021,,,,,
60,Réquisition FO,,2021-04-29,2021,,,,,
75,Réquisition FO,,2021-04-29,2021,,,,,
50,Vandalisme,,2021-04-29,2021,,,,,
34,Fraude CB,,2021-04-29,2021,,,,,
77,Divers,,2021-04-29,2021,,,,,
31,Réquisition FO,,2021-04-28,2021,,,,,
69,Vandalisme,,2021-04-28,2021,,,,,
76,Clandestin,,2021-04-28,2021,,,,,
31,Agression Physique,,2021-04-27,2021,,,,,
44,Vol,,2021-04-27,2021,,,,,
69,Vol sur un tiers,,2021-04-26,2021,,,,,
59,Agression Verbale,,2021-04-26,2021,,,,,
62,Braquage,,2021-04-26,2021,,,,,
67,Agression Verbale,,2021-04-26,2021,,,,,
64,Cambriolage,,2021-04-26,2021,,,,,
76,Réquisition FO,,2021-04-26,2021,,,,,
33,Vol,,2021-04-26,2021,,,,,
57,Agression Verbale,,2021-04-25,2021,,,,,
69,Agression Verbale,,2021-04-25,2021,,,,,
64,Agression Verbale,,2021-04-25,2021,,,,,
94,Agression sur un tiers,,2021-04-24,2021,,,,,
59,Agression Verbale,,2021-04-24,2021,,,,,
13,Vol,,2021-04-24,2021,,,,,
16,Braquage,,2021-04-23,2021,,,,,
54,Agression Physique,,2021-04-23,2021,,,,,
69,Vol sur un tiers,,2021-04-23,2021,,,,,
92,Agression Verbale,,2021-04-23,2021,,,,,
1,Divers,,2021-04-23,2021,,,,,
68,Agression Verbale,,2021-04-22,2021,,,,,
91,Vol,,2021-04-22,2021,,,,,
54,Agression chauffeur,,2021-04-21,2021,,,,,
1,Vol,,2021-04-21,2021,,,,,
45,Braquage,,2021-04-21,2021,,,,,
95,Réquisition FO,,2021-04-21,2021,,,,,
94,Réquisition FO,,2021-04-21,2021,,,,,
21,Agression sur un tiers,,2021-04-20,2021,,,,,
72,Vol,,2021-04-20,2021,,,,,
21,Agression Verbale,,2021-04-19,2021,,,,,
37,Agression Verbale,,2021-04-19,2021,,,,,
57,Vol,,2021-04-19,2021,,,,,
95,Vol sur un tiers,,2021-04-19,2021,,,,,
21,Agression Verbale,,2021-04-19,2021,,,,,
95,Vol sur un tiers,,2021-04-19,2021,,,,,
95,Vol sur un tiers,,2021-04-19,2021,,,,,
69,Agression Verbale,,2021-04-19,2021,,,,,
74,Réquisition FO,,2021-04-19,2021,,,,,
34,Bagarre,,2021-04-18,2021,,,,,
69,Cambriolage,,2021-04-18,2021,,,,,
78,Agression Physique,,2021-04-18,2021,,,,,
71,Agression Verbale,,2021-04-18,2021,,,,,
60,Agression Verbale,,2021-04-17,2021,,,,,
28,Agression Verbale,,2021-04-17,2021,,,,,
44,Divers,,2021-04-17,2021,,,,,
69,Agression Verbale,,2021-04-16,2021,,,,,
13,Vol sur un tiers,,2021-04-16,2021,,,,,
78,Vol,,2021-04-16,2021,,,,,
64,Bagarre,,2021-04-15,2021,,,,,
62,Exhibition,,2021-04-15,2021,,,,,
38,Réquisition FO,,2021-04-15,2021,,,,,
69,Réquisition FO,,2021-04-14,2021,,,,,
72,Vol,,2021-04-14,2021,,,,,
69,Agression Verbale,,2021-04-13,2021,,,,,
91,Vol,,2021-04-13,2021,,,,,
13,Vol,,2021-04-13,2021,,,,,
49,Agression Verbale,,2021-04-13,2021,,,,,
95,Vol,,2021-04-13,2021,,,,,
95,Braquage,,2021-04-12,2021,,,,,
44,Réquisition FO,,2021-04-12,2021,,,,,
57,Réquisition FO,,2021-04-12,2021,,,,,
69,Vol Carburant,,2021-04-11,2021,,,,,
75,Tentative agression physique,,2021-04-11,2021,,,,,
13,Agression Verbale,,2021-04-11,2021,,,,,
1,Agression Physique,,2021-04-11,2021,,,,,
69,Vol sur un tiers,,2021-04-11,2021,,,,,
77,Agression Verbale,,2021-04-10,2021,,,,,
1,Divers,,2021-04-10,2021,,,,,
38,Vol,,2021-04-10,2021,,,,,
45,Agression Verbale,,2021-04-09,2021,,,,,
45,Réquisition FO,,2021-04-09,2021,,,,,
57,Tentative agression physique,,2021-04-09,2021,,,,,
93,Vol,,2021-04-09,2021,,,,,
69,Vol Carburant,,2021-04-08,2021,,,,,
27,Agression Physique,,2021-04-08,2021,,,,,
45,Agression Verbale,,2021-04-08,2021,,,,,
14,Agression Verbale,,2021-04-08,2021,,,,,
91,Réquisition FO,,2021-04-07,2021,,,,,
76,Grivèlerie,,2021-04-07,2021,,,,,
56,Divers,,2021-04-07,2021,,,,,
93,Vandalisme,,2021-04-07,2021,,,,,
45,Agression Verbale,,2021-04-07,2021,,,,,
34,Réquisition FO,,2021-04-06,2021,,,,,
69,Clandestin,,2021-04-06,2021,,,,,
5,Réquisition FO,,2021-04-06,2021,,,,,
6,Vandalisme,,2021-04-06,2021,,,,,
69,SDF,,2021-04-06,2021,,,,,
91,Vandalisme,,2021-04-06,2021,,,,,
21,Agression sur un tiers,,2021-04-05,2021,,,,,
91,Vandalisme,,2021-04-05,2021,,,,,
27,Vol,,2021-04-05,2021,,,,,
93,Agression Physique,,2021-04-04,2021,,,,,
21,Agression Verbale,,2021-04-04,2021,,,,,
59,Agression Verbale,,2021-04-03,2021,,,,,
69,Agression Physique,,2021-04-03,2021,,,,,
94,Agression Verbale,,2021-04-02,2021,,,,,
95,Vol,,2021-04-02,2021,,,,,
76,Agression Verbale,,2021-04-02,2021,,,,,
56,Vandalisme,,2021-04-02,2021,,,,,
83,Agression Verbale,,2021-04-02,2021,,,,,
59,Agression sur un tiers,,2021-04-01,2021,,,,,
25,Agression Verbale,,2021-04-01,2021,,,,,
10,Agression Verbale,,2021-04-01,2021,,,,,
45,Vol,,2021-04-01,2021,,,,,
92,Réquisition FO,,2021-03-31,2021,,,,,
94,Divers,,2021-03-31,2021,,,,,
78,Agression Physique,,2021-03-31,2021,,,,,
92,Agression Verbale,,2021-03-30,2021,,,,,
69,Tentative de vol,,2021-03-29,2021,,,,,
69,Agression sur un tiers,,2021-03-29,2021,,,,,
2,Cambriolage,,2021-03-29,2021,,,,,
14,Agression Verbale,,2021-03-29,2021,,,,,
75,Vol sur un tiers,,2021-03-29,2021,,,,,
26,Agression sur un tiers,,2021-03-29,2021,,,,,
59,Bagarre,,2021-03-29,2021,,,,,
75,Vol sur un tiers,,2021-03-28,2021,,,,,
94,Bagarre,,2021-03-28,2021,,,,,
13,Tentative agression physique,,2021-03-28,2021,,,,,
69,Clandestin,,2021-03-28,2021,,,,,
13,Vol,,2021-03-28,2021,,,,,
75,Vol sur un tiers,,2021-03-28,2021,,,,,
83,Agression Verbale,,2021-03-28,2021,,,,,
95,Agression Verbale,,2021-03-27,2021,,,,,
92,Tentative agression physique,,2021-03-26,2021,,,,,
69,Vandalisme,,2021-03-26,2021,,,,,
62,Agression Verbale,,2021-03-25,2021,,,,,
63,Manifestation,,2021-03-25,2021,,,,,
95,Agression Verbale,,2021-03-24,2021,,,,,
59,Bagarre,,2021-03-24,2021,,,,,
95,Bagarre,,2021-03-24,2021,,,,,
77,Agression Verbale,,2021-03-24,2021,,,,,
68,Agression sur un tiers,,2021-03-24,2021,,,,,
64,Vandalisme,,2021-03-23,2021,,,,,
71,Bagarre,,2021-03-23,2021,,,,,
59,Agression Verbale,,2021-03-23,2021,,,,,
77,Fraude Autres,,2021-03-23,2021,,,,,
94,Bagarre,,2021-03-22,2021,,,,,
77,Agression Verbale,,2021-03-22,2021,,,,,
93,Agression Verbale,,2021-03-22,2021,,,,,
10,Agression Verbale,,2021-03-22,2021,,,,,
13,Vol,,2021-03-22,2021,,,,,
45,Agression Verbale,,2021-03-22,2021,,,,,
95,Agression Physique,,2021-03-21,2021,,,,,
59,Agression Verbale,,2021-03-21,2021,,,,,
51,Agression Verbale,,2021-03-21,2021,,,,,
69,Rassemblements individus,,2021-03-20,2021,,,,,
26,Agression Physique,,2021-03-19,2021,,,,,
